template_name,template_type,epoch_index,epoch_age,excluded_self,best_match_name,best_match_type,best_match_redshift,best_match_rlap
sn2011ke,SLSN,5,44.619,False,,,,
sn2011kf,SLSN,0,24.9,False,,,,
sn2011kf,SLSN,1,51.406,False,,,,
sn2011kl,SLSN,0,-0.894,False,,,,
sn2012il,SLSN,0,12.851,False,,,,
sn2012il,SLSN,1,40.936,False,,,,
sn2012il,SLSN,2,40.936,False,,,,
sn2013dg,SLSN,0,2.778,False,,,,
sn2013dg,SLSN,1,5.159,False,,,,
sn2013dg,SLSN,2,15.476,False,,,,
sn2013dg,SLSN,3,21.032,False,,,,
sn2013dg,SLSN,4,34.524,False,,,,
sn2013dg,SLSN,5,45.635,False,,,,
sn2013hx,SLSN,0,55.0,False,,,,
sn2013hx,SLSN,1,56.0,False,,,,
sn2013hx,SLSN,2,58.0,False,,,,
sn2013hx,SLSN,3,73.0,False,,,,
sn2013hx,SLSN,4,74.0,False,,,,
sn2015bn,SLSN,0,-28.287,False,,,,
sn2015bn,SLSN,1,-27.389,False,,,,
sn2015bn,SLSN,2,19.307,False,,,,
sn2015bn,SLSN,3,30.083,False,,,,
sn2015bn,SLSN,4,30.981,False,,,,
sn2015bn,SLSN,5,43.552,False,,,,
sn2015bn,SLSN,6,49.838,False,,,,
sn2015bn,SLSN,7,57.022,False,,,,
sn2015bn,SLSN,8,71.39,False,,,,
sn2015bn,SLSN,9,83.064,False,,,,
sn2015bn,SLSN,10,89.35,False,,,,
sn2015bn,SLSN,11,98.33,False,,,,
sn2015bn,SLSN,12,-22.001,False,,,,
sn2015bn,SLSN,13,105.514,False,,,,
sn2015bn,SLSN,14,242.906,False,,,,
sn2015bn,SLSN,15,-21.103,False,,,,
sn2015bn,SLSN,16,-17.511,False,,,,
sn2015bn,SLSN,17,-8.531,False,,,,
sn2015bn,SLSN,18,-7.633,False,,,,
sn2015bn,SLSN,19,-2.245,False,,,,
sn2015bn,SLSN,20,3.143,False,,,,
sn2015bn,SLSN,21,5.837,False,,,,
sn2016els,SLSN,0,67.0,False,,,,
sn2016els,SLSN,1,98.0,False,,,,
sn2017bcc,SLSN,0,1.0,False,,,,
sn2017bcc,SLSN,1,64.0,False,,,,
sn2017ens,SLSN,0,180.0,False,,Galaxy,-0.000766,13.771
sn2017ens,SLSN,1,190.0,False,,,,
sn2017ens,SLSN,2,208.0,False,,,,
sn2017gci,SLSN,0,-8.0,False,,,,
sn2017gci,SLSN,1,-6.0,False,,,,
sn2017gci,SLSN,2,-4.0,False,,,,
sn2017gci,SLSN,3,-3.0,False,,,,
sn2017gci,SLSN,4,55.0,False,,,,
sn2017gci,SLSN,5,79.0,False,,,,
sn2017gci,SLSN,6,112.0,False,,,,
sn2017gci,SLSN,7,145.0,False,,,,
sn2018ffj,SLSN,0,87.0,False,,,,
sn2018ffj,SLSN,1,12.0,False,,,,
sn2018ffj,SLSN,2,11.0,False,,,,
sn2018ffj,SLSN,3,26.0,False,,,,
sn2018ffj,SLSN,4,87.0,False,,,,
sn2018ffj,SLSN,5,34.0,False,,,,
sn2018gft,SLSN,0,-27.0,False,,,,
sn2018gft,SLSN,1,7.0,False,,,,
sn2018gft,SLSN,2,68.0,False,,,,
sn2018hti,SLSN,0,-34.0,False,,,,
sn2018hti,SLSN,1,-27.0,False,,,,
sn2018hti,SLSN,2,-24.0,False,,,,
sn2018hti,SLSN,3,-4.0,False,,,,
sn2018hti,SLSN,4,4.0,False,,,,
sn2018hti,SLSN,5,58.0,False,,,,
sn2018ibb,SLSN,0,13.0,False,,,,
sn2018ibb,SLSN,1,37.0,False,,,,
sn2018ibb,SLSN,2,61.0,False,,,,
sn2018ibb,SLSN,3,87.0,False,,,,
sn2019cca,SLSN,0,10.0,False,,,,
SNLS06D4eu,SLSN,0,-14.683,False,,,,
SNLS07D2bv,SLSN,0,-10.0,False,,,,
SSS120810-23,SLSN,0,7.009,False,,,,
SSS120810-23,SLSN,1,7.863,False,,,,
SSS120810-23,SLSN,2,56.581,False,,,,
SSS120810-23,SLSN,3,56.581,False,,,,
SSS120810-23,SLSN,4,12.991,False,,,,
SSS120810-23,SLSN,5,31.795,False,,,,
SSS120810-23,SLSN,6,31.795,False,,,,
SSS120810-23,SLSN,7,38.632,False,,,,
SSS120810-23,SLSN,8,38.632,False,,,,
SSS120810-23,SLSN,9,38.632,False,,,,
SSS120810-23,SLSN,10,56.581,False,,,,
SSS120810-23,SLSN,11,56.581,False,,,,
iPTF13bvn,Ib,0,-15.7,False,,,,
iPTF13bvn,Ib,1,-14.7,False,,,,
iPTF13bvn,Ib,2,-1.8,False,,,,
iPTF13bvn,Ib,3,-0.8,False,,,,
iPTF13bvn,Ib,4,1.2,False,,,,
iPTF13bvn,Ib,5,8.2,False,,,,
iPTF13bvn,Ib,6,20.2,False,,,,
iPTF13bvn,Ib,7,34.2,False,,,,
iPTF13bvn,Ib,8,-13.7,False,,,,
iPTF13bvn,Ib,9,-12.7,False,,,,
iPTF13bvn,Ib,10,-11.7,False,,,,
iPTF13bvn,Ib,11,-10.8,False,,,,
iPTF13bvn,Ib,12,-8.8,False,,,,
iPTF13bvn,Ib,13,-6.8,False,,,,
iPTF13bvn,Ib,14,-5.8,False,,,,
iPTF13bvn,Ib,15,-5.8,False,,,,
LSQ15rw,Ib,0,38.0,False,,,,
LSQ15rw,Ib,1,44.0,False,,,,
LSQ15rw,Ib,2,53.0,False,,,,
sn1983N,Ib,0,4.0,False,,,,
sn1983N,Ib,1,12.0,False,,,,
sn1983N,Ib,2,227.6,False,,,,
sn1984L,Ib,0,8.0,False,,,,
sn1984L,Ib,1,9.0,False,,,,
sn1984L,Ib,2,69.6,False,,,,
sn1984L,Ib,3,70.6,False,,,,
sn1984L,Ib,4,11.9,False,,,,
sn1984L,Ib,5,12.9,False,,,,
sn1984L,Ib,6,27.9,False,,,,
sn1984L,Ib,7,31.8,False,,,,
sn1984L,Ib,8,36.8,False,,,,
sn1984L,Ib,9,37.8,False,,,,
sn1984L,Ib,10,38.8,False,,,,
sn1984L,Ib,11,56.7,False,,,,
sn1988L,Ib,0,0.0,False,,,,
sn1988L,Ib,1,47.7,False,,,,
sn1990I,Ib,0,11.3,False,,,,
sn1990I,Ib,1,19.4,False,,,,
sn1990I,Ib,2,40.1,False,,,,
sn1990I,Ib,3,41.1,False,,,,
sn1990I,Ib,4,51.0,False,,,,
sn1990I,Ib,5,64.9,False,,,,
sn1990I,Ib,6,87.7,False,,,,
sn1990I,Ib,7,234.5,False,,,,
sn1990U,Ib,0,10.9,False,,,,
sn1990U,Ib,1,11.9,False,,,,
sn1990U,Ib,2,33.7,False,,,,
sn1990U,Ib,3,40.7,False,,,,
sn1990U,Ib,4,69.5,False,,,,
sn1990U,Ib,5,92.3,False,,,,
sn1991ar,Ib,0,0.0,False,,,,
sn1991ar,Ib,1,15.8,False,,,,
sn1991ar,Ib,2,27.4,False,,,,
sn1995F,Ib,0,0.0,False,,,,
sn1995F,Ib,1,0.2,False,,,,
sn1995F,Ib,2,1.9,False,,,,
sn1995F,Ib,3,4.0,False,,,,
sn1995F,Ib,4,11.0,False,,,,
sn1995F,Ib,5,29.1,False,,,,
sn1995F,Ib,6,35.7,False,,,,
sn1995F,Ib,7,35.8,False,,,,
sn1995F,Ib,8,56.9,False,,,,
sn1995F,Ib,9,88.8,False,,,,
sn1997dc,Ib,0,0.0,False,,,,
sn1997X,Ib,0,0.0,False,,,,
sn1997X,Ib,1,2.0,False,,,,
sn1997X,Ib,2,5.0,False,,,,
sn1997X,Ib,3,7.0,False,,,,
sn1997X,Ib,4,10.0,False,,,,
sn1997X,Ib,5,26.0,False,,,,
sn1998dt,Ib,0,0.0,False,,,,
sn1998dt,Ib,1,0.9,False,,,,
sn1998dt,Ib,2,3.9,False,,,,
sn1998dt,Ib,3,6.9,False,,,,
sn1998dt,Ib,4,7.9,False,,,,
sn1998dt,Ib,5,10.7,False,,,,
sn1998dt,Ib,6,11.7,False,,,,
sn1998dt,Ib,7,16.6,False,,,,
sn1998dt,Ib,8,32.5,False,,,,
sn1998T,Ib,0,0.0,False,,,,
sn1999di,Ib,0,0.0,False,,,,
sn1999di,Ib,1,23.6,False,,,,
sn1999di,Ib,2,30.5,False,,,,
sn1999dn,Ib,0,-7.0,False,,,,
sn1999dn,Ib,1,-1.0,False,,,,
sn1999dn,Ib,2,67.0,False,,,,
sn1999dn,Ib,3,0.0,False,,,,
sn1999dn,Ib,4,3.0,False,,,,
sn1999dn,Ib,5,6.0,False,,,,
sn1999dn,Ib,6,12.0,False,,,,
sn1999dn,Ib,7,13.0,False,,,,
sn1999dn,Ib,8,17.0,False,,,,
sn1999dn,Ib,9,20.0,False,,,,
sn1999dn,Ib,10,41.0,False,,,,
sn1999ex,Ib,0,-4.5,False,,,,
sn1999ex,Ib,1,0.4,False,,,,
sn1999ex,Ib,2,9.3,False,,,,
sn2001ai,Ib,0,0.0,False,,,,
sn2001ai,Ib,1,28.0,False,,,,
sn2001ej,Ib,0,0.0,False,,,,
sn2001ej,Ib,1,1.0,False,,,,
sn2001ej,Ib,2,2.0,False,,,,
sn2001ej,Ib,3,29.0,False,,,,
sn2001ej,Ib,4,33.0,False,,,,
sn2001ej,Ib,5,55.0,False,,,,
sn2001ej,Ib,6,61.0,False,,,,
sn2001ej,Ib,7,62.0,False,,,,
sn2002ji,Ib,0,0.0,False,,,,
sn2002ji,Ib,1,5.0,False,,,,
sn2002ji,Ib,2,55.0,False,,,,
sn2002ji,Ib,3,56.0,False,,,,
sn2002ji,Ib,4,8.0,False,,,,
sn2002ji,Ib,5,22.0,False,,,,
sn2002ji,Ib,6,24.0,False,,,,
sn2002ji,Ib,7,28.0,False,,,,
sn2002ji,Ib,8,31.0,False,,,,
sn2002ji,Ib,9,33.0,False,,,,
sn2002ji,Ib,10,38.0,False,,,,
sn2002ji,Ib,11,40.0,False,,,,
sn2004ao,Ib,0,0.0,False,,,,
sn2004ao,Ib,1,1.0,False,,,,
sn2004ao,Ib,2,14.0,False,,,,
sn2004ao,Ib,3,15.0,False,,,,
sn2004ao,Ib,4,16.0,False,,,,
sn2004ao,Ib,5,31.0,False,,,,
sn2004ao,Ib,6,34.0,False,,,,
sn2004ao,Ib,7,37.0,False,,,,
sn2004ao,Ib,8,42.0,False,,,,
sn2004ao,Ib,9,45.0,False,,,,
sn2004ao,Ib,10,59.0,False,,,,
sn2004ao,Ib,11,61.0,False,,,,
sn2004ao,Ib,12,2.0,False,,,,
sn2004ao,Ib,13,67.0,False,,,,
sn2004ao,Ib,14,74.0,False,,,,
sn2004ao,Ib,15,97.0,False,,,,
sn2004ao,Ib,16,100.0,False,,,,
sn2004ao,Ib,17,129.0,False,,,,
sn2004ao,Ib,18,179.0,False,,,,
sn2004ao,Ib,19,182.0,False,,,,
sn2004ao,Ib,20,184.0,False,,,,
sn2004ao,Ib,21,192.0,False,,,,
sn2004ao,Ib,22,3.0,False,,,,
sn2004ao,Ib,23,4.0,False,,,,
sn2004ao,Ib,24,5.0,False,,,,
sn2004ao,Ib,25,6.0,False,,,,
sn2004ao,Ib,26,9.0,False,,,,
sn2004ao,Ib,27,10.0,False,,,,
sn2004ao,Ib,28,13.0,False,,,,
sn2004dk,Ib,0,14.2,False,,,,
sn2004dk,Ib,1,17.2,False,,,,
sn2004dk,Ib,2,46.1,False,,,,
sn2004gq,Ib,0,-9.0,False,,,,
sn2004gq,Ib,1,-8.1,False,,,,
sn2004gq,Ib,2,17.8,False,,,,
sn2004gq,Ib,3,20.8,False,,,,
sn2004gq,Ib,4,20.8,False,,,,
sn2004gq,Ib,5,24.7,False,,,,
sn2004gq,Ib,6,41.6,False,,,,
sn2004gq,Ib,7,54.6,False,,,,
sn2004gq,Ib,8,69.5,False,,,,
sn2004gq,Ib,9,72.5,False,,,,
sn2004gq,Ib,10,78.4,False,,,,
sn2004gq,Ib,11,84.4,False,,,,
sn2004gq,Ib,12,-7.1,False,,,,
sn2004gq,Ib,13,89.3,False,,,,
sn2004gq,Ib,14,289.1,False,,,,
sn2004gq,Ib,15,335.8,False,,,,
sn2004gq,Ib,16,343.8,False,,,,
sn2004gq,Ib,17,-6.1,False,,,,
sn2004gq,Ib,18,-5.1,False,,,,
sn2004gq,Ib,19,-2.1,False,,,,
sn2004gq,Ib,20,-1.1,False,,,,
sn2004gq,Ib,21,-0.1,False,,,,
sn2004gq,Ib,22,15.8,False,,,,
sn2004gq,Ib,23,16.8,False,,,,
sn2004gv,Ib,0,13.3,False,,,,
sn2004gv,Ib,1,15.3,False,,,,
sn2004gv,Ib,2,19.3,False,,,,
sn2004gv,Ib,3,49.3,False,,,,
sn2005ar,Ib,0,0.0,False,,,,
sn2005ar,Ib,1,2.0,False,,,,
sn2005bf,Ib,0,-29.1,False,,,,
sn2005bf,Ib,1,-27.2,False,,,,
sn2005bf,Ib,2,-5.6,False,,,,
sn2005bf,Ib,3,-4.6,False,,,,
sn2005bf,Ib,4,-3.7,False,,,,
sn2005bf,Ib,5,-2.6,False,,,,
sn2005bf,Ib,6,-1.9,False,,,,
sn2005bf,Ib,7,-0.7,False,,,,
sn2005bf,Ib,8,0.2,False,,,,
sn2005bf,Ib,9,1.2,False,,,,
sn2005bf,Ib,10,2.2,False,,,,
sn2005bf,Ib,11,2.4,False,,,,
sn2005bf,Ib,12,-26.3,False,,,,
sn2005bf,Ib,13,4.2,False,,,,
sn2005bf,Ib,14,5.2,False,,,,
sn2005bf,Ib,15,7.2,False,,,,
sn2005bf,Ib,16,21.7,False,,,,
sn2005bf,Ib,17,21.8,False,,,,
sn2005bf,Ib,18,23.6,False,,,,
sn2005bf,Ib,19,24.8,False,,,,
sn2005bf,Ib,20,27.6,False,,,,
sn2005bf,Ib,21,28.7,False,,,,
sn2005bf,Ib,22,31.7,False,,,,
sn2005bf,Ib,23,-26.2,False,,,,
sn2005bf,Ib,24,-25.2,False,,,,
sn2005bf,Ib,25,-23.3,False,,,,
sn2005bf,Ib,26,-23.2,False,,,,
sn2005bf,Ib,27,-19.5,False,,,,
sn2005bf,Ib,28,-8.6,False,,,,
sn2005bf,Ib,29,-6.6,False,,,,
sn2005hg,Ib,0,-13.29,False,,,,
sn2005hg,Ib,1,-12.29,False,,,,
sn2005hg,Ib,2,-2.29,False,,,,
sn2005hg,Ib,3,-1.29,False,,,,
sn2005hg,Ib,4,-0.29,False,,,,
sn2005hg,Ib,5,12.71,False,,,,
sn2005hg,Ib,6,16.71,False,,,,
sn2005hg,Ib,7,22.71,False,,,,
sn2005hg,Ib,8,26.71,False,,,,
sn2005hg,Ib,9,89.71,False,,,,
sn2005hg,Ib,10,-10.29,False,,,,
sn2005hg,Ib,11,-9.29,False,,,,
sn2005hg,Ib,12,-8.29,False,,,,
sn2005hg,Ib,13,-7.29,False,,,,
sn2005hg,Ib,14,-6.29,False,,,,
sn2005hg,Ib,15,-5.29,False,,,,
sn2005hg,Ib,16,-4.29,False,,,,
sn2005hg,Ib,17,-3.29,False,,,,
sn2006ep,Ib,0,-7.5,False,,,,
sn2006ep,Ib,1,8.5,False,,,,
sn2006ep,Ib,2,10.5,False,,,,
sn2006ep,Ib,3,12.5,False,,,,
sn2006ep,Ib,4,45.5,False,,,,
sn2006fo,Ib,0,0.0,False,,,,
sn2006fo,Ib,1,1.0,False,,,,
sn2006fo,Ib,2,78.0,False,,,,
sn2006lc,Ib,0,0.0,False,,,,
sn2006lc,Ib,1,1.0,False,,,,
sn2006lc,Ib,2,3.0,False,,,,
sn2006lc,Ib,3,5.0,False,,,,
sn2006ld,Ib,0,0.0,False,,,,
sn2006lv,Ib,0,0.0,False,,,,
sn2006lv,Ib,1,3.0,False,,,,
sn2006lv,Ib,2,6.0,False,,,,
sn2006lv,Ib,3,9.0,False,,,,
sn2006lv,Ib,4,12.0,False,,,,
sn2006lv,Ib,5,33.0,False,,,,
sn2007ag,Ib,0,-0.8,False,,,,
sn2007ag,Ib,1,2.5,False,,,,
sn2007ag,Ib,2,9.2,False,,,,
sn2007C,Ib,0,-5.71,False,,,,
sn2007C,Ib,1,-4.71,False,,,,
sn2007C,Ib,2,42.29,False,,,,
sn2007C,Ib,3,55.29,False,,,,
sn2007C,Ib,4,61.29,False,,,,
sn2007C,Ib,5,62.8,False,,,,
sn2007C,Ib,6,64.29,False,,,,
sn2007C,Ib,7,71.29,False,,,,
sn2007C,Ib,8,-1.0,False,,,,
sn2007C,Ib,9,-0.71,False,,,,
sn2007C,Ib,10,1.29,False,,,,
sn2007C,Ib,11,7.29,False,,,,
sn2007C,Ib,12,11.9,False,,,,
sn2007C,Ib,13,13.8,False,,,,
sn2007C,Ib,14,28.29,False,,,,
sn2007C,Ib,15,37.29,False,,,,
sn2007kj,Ib,0,-0.6,False,,,,
sn2007kj,Ib,1,4.4,False,,,,
sn2007uy,Ib,0,-13.18,False,,,,
sn2007uy,Ib,1,-11.18,False,,,,
sn2007uy,Ib,2,-6.18,False,,,,
sn2007uy,Ib,3,-5.18,False,,,,
sn2007uy,Ib,4,-3.18,False,,,,
sn2007uy,Ib,5,12.82,False,,,,
sn2007uy,Ib,6,45.82,False,,,,
sn2007uy,Ib,7,54.82,False,,,,
sn2007uy,Ib,8,75.82,False,,,,
sn2007uy,Ib,9,141.82,False,,,,
sn2007Y,Ib,0,-15.0,False,,,,
sn2007Y,Ib,1,-9.0,False,,,,
sn2007Y,Ib,2,255.0,False,,,,
sn2007Y,Ib,3,267.8,False,,,,
sn2007Y,Ib,4,-2.0,False,,,,
sn2007Y,Ib,5,4.9,False,,,,
sn2007Y,Ib,6,7.9,False,,,,
sn2007Y,Ib,7,12.8,False,,,,
sn2007Y,Ib,8,19.8,False,,,,
sn2007Y,Ib,9,37.7,False,,,,
sn2007Y,Ib,10,197.3,False,,,,
sn2007Y,Ib,11,228.2,False,,,,
sn2008D,Ib,0,-16.4,False,,,,
sn2008D,Ib,1,-14.5,False,,,,
sn2008D,Ib,2,5.5,False,,,,
sn2008D,Ib,3,9.5,False,,,,
sn2008D,Ib,4,15.4,False,,,,
sn2008D,Ib,5,19.3,False,,,,
sn2008D,Ib,6,30.1,False,,,,
sn2008D,Ib,7,31.3,False,,,,
sn2008D,Ib,8,32.2,False,,,,
sn2008D,Ib,9,42.1,False,,,,
sn2008D,Ib,10,63.9,False,,,,
sn2008D,Ib,11,90.8,False,,,,
sn2008D,Ib,12,-13.5,False,,,,
sn2008D,Ib,13,130.5,False,,,,
sn2008D,Ib,14,-13.4,False,,,,
sn2008D,Ib,15,-12.5,False,,,,
sn2008D,Ib,16,-12.4,False,,,,
sn2008D,Ib,17,-11.5,False,,,,
sn2008D,Ib,18,-9.3,False,,,,
sn2008D,Ib,19,-6.6,False,,,,
sn2008D,Ib,20,4.4,False,,,,
sn2009er,Ib,0,-5.4,False,,,,
sn2009er,Ib,1,-4.4,False,,,,
sn2009er,Ib,2,-2.5,False,,,,
sn2009er,Ib,3,-1.5,False,,,,
sn2009er,Ib,4,0.4,False,,,,
sn2009er,Ib,5,2.3,False,,,,
sn2009er,Ib,6,14.9,False,,,,
sn2009er,Ib,7,15.8,False,,,,
sn2009iz,Ib,0,-13.6,False,,,,
sn2009iz,Ib,1,-9.7,False,,,,
sn2009iz,Ib,2,5.1,False,,,,
sn2009iz,Ib,3,11.0,False,,,,
sn2009iz,Ib,4,12.0,False,,,,
sn2009iz,Ib,5,13.0,False,,,,
sn2009iz,Ib,6,20.9,False,,,,
sn2009iz,Ib,7,41.6,False,,,,
sn2009iz,Ib,8,47.5,False,,,,
sn2009jf,Ib,0,-18.0,False,,,,
sn2009jf,Ib,1,-17.0,False,,,,
sn2009jf,Ib,2,-5.0,False,,,,
sn2009jf,Ib,3,-4.0,False,,,,
sn2009jf,Ib,4,-3.0,False,,,,
sn2009jf,Ib,5,-2.0,False,,,,
sn2009jf,Ib,6,-1.0,False,,,,
sn2009jf,Ib,7,0.0,False,,,,
sn2009jf,Ib,8,1.0,False,,,,
sn2009jf,Ib,9,1.0,False,,,,
sn2009jf,Ib,10,3.0,False,,,,
sn2009jf,Ib,11,3.0,False,,,,
sn2009jf,Ib,12,-16.0,False,,,,
sn2009jf,Ib,13,7.0,False,,,,
sn2009jf,Ib,14,9.0,False,,,,
sn2009jf,Ib,15,11.0,False,,,,
sn2009jf,Ib,16,18.0,False,,,,
sn2009jf,Ib,17,24.0,False,,,,
sn2009jf,Ib,18,25.0,False,,,,
sn2009jf,Ib,19,27.0,False,,,,
sn2009jf,Ib,20,30.0,False,,,,
sn2009jf,Ib,21,31.0,False,,,,
sn2009jf,Ib,22,33.0,False,,,,
sn2009jf,Ib,23,-15.0,False,,,,
sn2009jf,Ib,24,34.0,False,,,,
sn2009jf,Ib,25,46.6,False,,,,
sn2009jf,Ib,26,48.6,False,,,,
sn2009jf,Ib,27,54.6,False,,,,
sn2009jf,Ib,28,58.5,False,,,,
sn2009jf,Ib,29,60.5,False,,,,
sn2009jf,Ib,30,66.5,False,,,,
sn2009jf,Ib,31,70.4,False,,,,
sn2009jf,Ib,32,80.3,False,,,,
sn2009jf,Ib,33,81.3,False,,,,
sn2009jf,Ib,34,-13.0,False,,,,
sn2009jf,Ib,35,82.3,False,,,,
sn2009jf,Ib,36,95.2,False,,,,
sn2009jf,Ib,37,224.2,False,,,,
sn2009jf,Ib,38,240.0,False,,,,
sn2009jf,Ib,39,246.0,False,,,,
sn2009jf,Ib,40,349.2,False,,,,
sn2009jf,Ib,41,356.1,False,,,,
sn2009jf,Ib,42,388.8,False,,,,
sn2009jf,Ib,43,-11.0,False,,,,
sn2009jf,Ib,44,-10.0,False,,,,
sn2009jf,Ib,45,-10.0,False,,,,
sn2009jf,Ib,46,-9.0,False,,,,
sn2009jf,Ib,47,-7.0,False,,,,
sn2016frp,Ib,0,-5.0,False,,,,
sn2016frp,Ib,1,-1.0,False,,,,
sn2016frp,Ib,2,8.0,False,,,,
sn2016frp,Ib,3,12.0,False,,,,
sn2016frp,Ib,4,21.0,False,,,,
sn2018beh,Ib,0,-1.0,False,,,,
sn2018beh,Ib,1,5.0,False,,,,
sn2018beh,Ib,2,16.0,False,,,,
LSQ12dwl,Ic,0,-6.0,False,,,,
LSQ12dwl,Ic,1,-4.0,False,,,,
LSQ12dwl,Ic,2,3.0,False,,,,
LSQ12dwl,Ic,3,10.0,False,,,,
LSQ12dwl,Ic,4,26.0,False,,,,
LSQ12dwl,Ic,5,32.0,False,,,,
LSQ12dwl,Ic,6,61.0,False,,,,
LSQ12dwl,Ic,7,114.0,False,,,,
PTF10bzf,Ic,0,2.2,False,,,,
PTF10bzf,Ic,1,7.0,False,,,,
PTF10qts,Ic,0,-1.2,False,,,,
PTF10qts,Ic,1,0.6,False,,,,
PTF10qts,Ic,2,9.8,False,,,,
PTF10qts,Ic,3,17.1,False,,,,
PTF10qts,Ic,4,19.9,False,,,,
PTF10qts,Ic,5,23.6,False,,,,
PTF10qts,Ic,6,234.4,False,,,,
PTF10vgv,Ic,0,-6.6,False,,,,
PTF10vgv,Ic,1,4.2,False,,,,
PTF10vgv,Ic,2,8.2,False,,,,
PTF10vgv,Ic,3,36.7,False,,,,
PTF10vgv,Ic,4,73.2,False,,,,
PTF12gzk,Ic,0,-14.7,False,,,,
PTF12gzk,Ic,1,-9.7,False,,,,
PTF12gzk,Ic,2,-8.6,False,,,,
PTF12gzk,Ic,3,-4.6,False,,,,
PTF12gzk,Ic,4,-2.6,False,,,,
PTF12gzk,Ic,5,-1.6,False,,,,
PTF12gzk,Ic,6,-0.6,False,,,,
PTF12gzk,Ic,7,1.4,False,,,,
sn1983V,Ic,0,-9.0,False,,,,
sn1983V,Ic,1,-7.0,False,,,,
sn1983V,Ic,2,17.9,False,,,,
sn1983V,Ic,3,37.8,False,,,,
sn1983V,Ic,4,-4.0,False,,,,
sn1983V,Ic,5,4.0,False,,,,
sn1983V,Ic,6,11.9,False,,,,
sn1983V,Ic,7,12.9,False,,,,
sn1983V,Ic,8,13.9,False,,,,
sn1983V,Ic,9,14.9,False,,,,
sn1983V,Ic,10,15.9,False,,,,
sn1983V,Ic,11,16.9,False,,,,
sn1990aa,Ic,0,0.0,False,,,,
sn1990aa,Ic,1,61.5,False,,,,
sn1990aa,Ic,2,116.1,False,,,,
sn1990B,Ic,0,4.0,False,,,,
sn1990B,Ic,1,5.0,False,,,,
sn1990B,Ic,2,28.3,False,,,,
sn1990B,Ic,3,31.3,False,,,,
sn1990B,Ic,4,38.7,False,,,,
sn1990B,Ic,5,41.2,False,,,,
sn1990B,Ic,6,47.4,False,,,,
sn1990B,Ic,7,58.4,False,,,,
sn1990B,Ic,8,64.5,False,,,,
sn1990B,Ic,9,71.5,False,,,,
sn1990B,Ic,10,88.0,False,,,,
sn1990B,Ic,11,100.2,False,,,,
sn1990B,Ic,12,5.9,False,,,,
sn1990B,Ic,13,115.9,False,,,,
sn1990B,Ic,14,6.0,False,,,,
sn1990B,Ic,15,7.0,False,,,,
sn1990B,Ic,16,8.9,False,,,,
sn1990B,Ic,17,9.9,False,,,,
sn1990B,Ic,18,15.4,False,,,,
sn1990B,Ic,19,22.3,False,,,,
sn1990B,Ic,20,27.6,False,,,,
sn1991A,Ic,0,0.0,False,,,,
sn1991A,Ic,1,10.9,False,,,,
sn1991A,Ic,2,16.8,False,,,,
sn1991A,Ic,3,32.6,False,,,,
sn1991A,Ic,4,47.5,False,,,,
sn1991A,Ic,5,61.4,False,,,,
sn1991A,Ic,6,65.1,False,,,,
sn1991A,Ic,7,128.3,False,,,,
sn1991N,Ic,0,0.0,False,,,,
sn1991N,Ic,1,5.7,False,,,,
sn1991N,Ic,2,6.6,False,,,,
sn1991N,Ic,3,7.6,False,,,,
sn1991N,Ic,4,12.0,False,,,,
sn1991N,Ic,5,27.9,False,,,,
sn1991N,Ic,6,250.2,False,,,,
sn1991N,Ic,7,276.1,False,,,,
sn1992ar,Ic,0,3.4,False,,,,
sn1994I,Ic,0,-5.94,False,,,,
sn1994I,Ic,1,-5.94,False,,,,
sn1994I,Ic,2,2.06,False,,,,
sn1994I,Ic,3,3.06,False,,,,
sn1994I,Ic,4,3.06,False,,,,
sn1994I,Ic,5,6.06,False,,,,
sn1994I,Ic,6,7.06,False,,,,
sn1994I,Ic,7,11.06,False,,,,
sn1994I,Ic,8,21.06,False,,,,
sn1994I,Ic,9,22.06,False,,,,
sn1994I,Ic,10,23.06,False,,,,
sn1994I,Ic,11,24.06,False,,,,
sn1994I,Ic,12,-4.94,False,,,,
sn1994I,Ic,13,25.06,False,,,,
sn1994I,Ic,14,26.06,False,,,,
sn1994I,Ic,15,28.06,False,,,,
sn1994I,Ic,16,30.06,False,,,,
sn1994I,Ic,17,32.06,False,,,,
sn1994I,Ic,18,33.06,False,,,,
sn1994I,Ic,19,34.06,False,,,,
sn1994I,Ic,20,34.06,False,,,,
sn1994I,Ic,21,36.06,False,,,,
sn1994I,Ic,22,37.06,False,,,,
sn1994I,Ic,23,-3.94,False,,,,
sn1994I,Ic,24,38.06,False,,,,
sn1994I,Ic,25,40.06,False,,,,
sn1994I,Ic,26,55.06,False,,,,
sn1994I,Ic,27,56.06,False,,,,
sn1994I,Ic,28,68.06,False,,,,
sn1994I,Ic,29,96.06,False,,,,
sn1994I,Ic,30,117.06,False,,,,
sn1994I,Ic,31,146.06,False,,,,
sn1994I,Ic,32,-2.94,False,,,,
sn1994I,Ic,33,-2.94,False,,,,
sn1994I,Ic,34,-1.94,False,,,,
sn1994I,Ic,35,-0.94,False,,,,
sn1994I,Ic,36,1.06,False,,,,
sn1994I,Ic,37,2.06,False,,,,
sn1997dq,Ic,0,0.0,False,,,,
sn1997dq,Ic,1,1.0,False,,,,
sn1997dq,Ic,2,81.7,False,,,,
sn1997dq,Ic,3,222.2,False,,,,
